experiment_name,model_name,accuracy,accuracy_interval_lower,accuracy_interval_upper,precision,precision_interval_lower,precision_interval_upper,recall,recall_interval_lower,recall_interval_upper,f1_score,f1_score_interval_lower,f1_score_interval_upper
experiment #12,SVM (mean),0.975448536355052,0.9770516279065968,0.9855520743440004,0.972568578553616,0.9762643880413112,0.9868503723967316,0.9948979591836736,0.961468724510528,0.9769830311408642,0.9836065573770492,0.9693268579772376,0.9808309974145112
experiment #12,SVM (EM),0.9830028328611898,0.9812264058482602,0.9885521011246686,0.9848101265822784,0.9773518537019348,0.9886856314160092,0.9923469387755102,0.9720837681264924,0.982349435898976,0.98856416772554,0.9751991722853,0.9848411259674286
experiment #12,Decision Tree,0.9792256846081208,0.9744537260530666,0.9862688904893596,0.9872122762148338,0.9648389167568427,0.9824163202205396,0.9846938775510204,0.9666767313683094,0.9836538695191932,0.9859514687100894,0.9664680828402246,0.9820142542163884
experiment #13,SVM (mean),0.9820585457979226,0.9799758218331908,0.986405745381561,0.9835651074589128,0.9757466120227022,0.9856108427404344,0.9923469387755102,0.9698836206153706,0.9803319971345098,0.987936507936508,0.9735284454686725,0.9820326090712352
experiment #13,SVM (EM),0.9820585457979226,0.9796730059930512,0.987084493026102,0.9835651074589128,0.9750315939307428,0.9865148253064416,0.9923469387755102,0.9703652037707208,0.9805828316722608,0.987936507936508,0.9731632374528544,0.9829077928109528
experiment #13,Decision Tree,0.9782813975448535,0.9721058355111925,0.98521770124381,0.983481575603558,0.9617395253458032,0.9806203130050516,0.9872448979591836,0.9643711131212668,0.9817383825164648,0.9853596435391472,0.9634339193270922,0.9806205277402992
experiment #14,SVM (mean),0.9782813975448535,0.95486418882102,0.96731935435407,0.9750312109862672,0.9608768664513962,0.9733310516631626,0.9961734693877552,0.918441960052694,0.9423644852381242,0.9854889589905362,0.9378286828337942,0.9556097662000312
experiment #14,SVM (EM),0.9820585457979226,0.9806987736270786,0.9883250163647184,0.981132075471698,0.9769982740627222,0.9884982710187664,0.9948979591836736,0.9710618432680332,0.9818905218255908,0.987967067764408,0.9744785369717728,0.9845356773716546
experiment #14,Decision Tree,0.9792256846081208,0.9498133299439048,0.9655799004302438,0.981060606060606,0.9342879099571368,0.956180704813383,0.9910714285714286,0.9317153490514892,0.9561550472168516,0.9860406091370558,0.9338483039053608,0.9547690232667648
experiment #15,SVM (mean),0.9820585457979226,0.9803085743907712,0.9853182758428484,0.9823455233291298,0.9757010448767968,0.9852118268643104,0.9936224489795918,0.9701972013668728,0.9785423815246196,0.9879518072289156,0.9739900459057534,0.9805684413956978
experiment #15,SVM (EM),0.9830028328611898,0.9796198370351482,0.986762443522686,0.9835858585858586,0.975657040435517,0.9860456919183612,0.9936224489795918,0.969657434136886,0.980069016103944,0.9885786802030456,0.9730516972856792,0.9824803719248724
experiment #15,Decision Tree,0.9763928234183192,0.9714112871831908,0.9843999622372184,0.98343949044586,0.95904909128785,0.9790192336104022,0.9846938775510204,0.9655320054537394,0.981503907121433,0.9840662842574888,0.962671460917041,0.9796133211762575
experiment #16,SVM (mean),0.9782813975448535,0.9603350991074544,0.9697908059465812,0.9762202753441802,0.9646601231942526,0.975747507334002,0.9948979591836736,0.9295852845646534,0.9458246355058114,0.98547062539482,0.945904648559754,0.9589957170666384
experiment #16,SVM (EM),0.9820585457979226,0.980580087866048,0.9876918385169458,0.9835651074589128,0.9765894424441952,0.9874525861661708,0.9923469387755102,0.9710332912399606,0.9814229954362894,0.987936507936508,0.974336671079947,0.9837091447268642
experiment #16,Decision Tree,0.9763928234183192,0.95416571186997,0.9676497462746242,0.98343949044586,0.9380147491050544,0.9581120956641412,0.9846938775510204,0.9412228857606688,0.9582469894405132,0.9840662842574888,0.9400704867544534,0.957468996842957
experiment #17,SVM (mean),0.9820585457979226,0.9787079401677732,0.9865408382321982,0.9835651074589128,0.9739521468045836,0.9862274581633422,0.9923469387755102,0.968358805544106,0.9801263276911508,0.987936507936508,0.971863555452273,0.9822035239719308
experiment #17,SVM (EM),0.9830028328611898,0.9799025789100172,0.9872322785997024,0.9835858585858586,0.9753030207606528,0.9870010422113076,0.9936224489795918,0.970702915373806,0.9805043737988686,0.9885786802030456,0.9734763246271494,0.9830903994105756
experiment #17,Decision Tree,0.9773371104815864,0.9727521710236144,0.984567799015976,0.981012658227848,0.9618499980650296,0.9799282312077504,0.9885204081632653,0.9652867924137204,0.9818055360895712,0.9847522236340532,0.964295162979009,0.9798175229390208
experiment #18,SVM (mean),0.9811142587346552,0.935224306551006,0.9507078545218618,0.9847715736040608,0.9408089178799584,0.9613327061398814,0.9897959183673468,0.8854799935782104,0.9107149657108808,0.9872773536895676,0.9093093197506176,0.9316552800249636
